customer_id,customer_zip_code_prefix,customer_city,customer_state
UXwfLujVOTVL,60175,JARINU,SP
sllkB0XGYrxT,83413,TAUBATE,SP
OSFTagz8LUCX,64645,SAO PAULO,SP
IG0zdwpicn3n,3185,FLORIANOPOLIS,SC
gvNtQarZgOr8,28664,ARACAJU,SE
YeOwwF3fdWgu,66115,JUNDIAI,SP
HTmirdxNO6w3,3553,NITEROI,RJ
ROKLVaGH8de0,75220,DUQUE DE CAXIAS,RJ
vqxOoMq59uav,2532,BLUMENAU,SC
RoIfzwKM1yvo,3928,RIO DE JANEIRO,RJ
E1orXI8bLrNV,89065,SAO PAULO,SP
FOHBkie5YOyT,7273,SAO LUIS,MA
e2pbPEjaeR6m,66035,RIO DE JANEIRO,RJ
elCsLJhTBJtl,55590,PARATY,RJ
rCX2RwzGubEQ,78455,MOGI DAS CRUZES,SP
xbIMznITKpTA,87709,CONCEICAO DE MACABU,RJ
BKYTz5VyeBBd,17034,BRASILIA,DF
abN6KF4qdL4n,4859,SAO BERNARDO DO CAMPO,SP
Azn5ULeYYh8s,9160,SANTOS,SP
78uia3DgAfNK,12960,SANTA ISABEL,SP
Py7WXu4L3Wmi,65870,GUARULHOS,SP
CFLESwh13Z7B,64820,ADAMANTINA,SP
SaNj4MhzahVL,69099,SALVADOR,BA
qk3Ys1QXliaP,26113,BARUERI,SP
4JEusie8wqjJ,98465,LIMEIRA,SP
NvTNauiH1qDG,75713,OSASCO,SP
HFRFmaPKlKMJ,18380,SAO GONCALO,RJ
KC8GYZZaxJut,89868,SAO PAULO,SP
1GWMLfIMdj4c,29970,ALFENAS,MG
MqcXipRNMkYz,23070,VITORIA,ES
ILqTIy6lgDe6,95055,CAMPO GRANDE,MS
qok4zm9Soojy,2368,SAO PAULO,SP
K344NrOcLCky,48030,SALVADOR,BA
Q8Lv1HumoePe,13290,ITAJAI,SC
8Y14XQoJK8Ha,23911,RIO DE JANEIRO,RJ
lZxA6yRvTQOj,89690,FLORIANOPOLIS,SC
nodpgJjEkMSi,55016,CARATINGA,MG
9tBiIII0TOJc,18707,FLORIANOPOLIS,SC
wu4LLpEktWbt,74680,GARANHUNS,PE
wMofpXKFWSfh,13060,MAUA,SP
2gkH6jQ35V6r,36328,RIBEIRAO PRETO,SP
KmfdV8VuGWM8,18143,ARIQUEMES,RO
DZQwRhEhGk0D,7064,DIADEMA,SP
PXqEjREEffav,62190,NITEROI,RJ
orIYzq1FFngF,68505,MORRINHOS,GO
XBdsnwLCiVEB,62400,LONDRINA,PR
XojCouERzFos,32425,GOIANIA,GO
5j1oYFmufbg3,88816,ERECHIM,RS
bF5K2Cy2Z7ti,57545,GUARUJA,SP
0P8fiFGwbcyB,6056,BRASILIA,DF
RwArI5y9MN7r,58027,RIO DE JANEIRO,RJ
SpZjRYzPDtxp,65293,SAO PAULO,SP
xe0n3nVehHaT,8051,NITEROI,RJ
waMZKYMRuVn2,58195,FERNANDOPOLIS,SP
GUzQDRVGumYn,82030,SAO PAULO,SP
qPcKrtMv39Ny,31170,SAO PAULO,SP
weHkbjfrV556,51021,NOVA IGUACU,RJ
qkLJoaytabZ0,52150,GOIANIA,GO
mpDGFN6xdUn7,6535,CARAPICUIBA,SP
sNJV5Gu55TZU,70722,APARECIDA DE GOIANIA,GO
G9BomGyiASFC,3870,SAO PAULO,SP
U6mP30pWiUQe,74825,SAO PAULO,SP
C2neZlovyKdO,96508,GOIANIA,GO
zYGWePUn88Up,30666,ALTO BOA VISTA,MT
jNtpBPyIRlVh,2672,BOMBINHAS,SC
ZmQxYSc3Pkep,41612,SAO PAULO,SP
kUuQFMv8ogyX,20040,TUBARAO,SC
QCRBg1XfOOjC,11703,SERRA,ES
G1xpdgzhaH2L,76934,FORTALEZA,CE
jLJ0UsbRochy,29735,GUARUJA,SP
mdegAh8lW0zh,45615,RIO DE JANEIRO,RJ
XHcb3dwn67J0,13601,SAO PAULO,SP
J8tIqKe7Lwty,2913,SAO PAULO,SP
tD2qw06fKcBX,2560,MAUA,SP
jOwLUQxf2vs7,59700,SAO BERNARDO DO CAMPO,SP
Aih9DU6s8oyK,71971,ANCHIETA,ES
DAue1YHraRsj,39625,PORTO ALEGRE,RS
lOWywMERsxp0,31540,RIO VERDE,GO
32bFKHvMMEMv,27933,SALINAS,MG
pFnZuW57EJTb,65605,MACAE,RJ
qZiLCVLOzw0L,68640,RIO DE JANEIRO,RJ
5ScAfYqpztVr,58027,RIO DE JANEIRO,RJ
PkOW7Cbf1rU5,12908,OURINHOS,SP
Q9msAR1VvoH1,75906,RIO DE JANEIRO,RJ
5S0TZfFeWPJY,64764,CARIACICA,ES
OU8Z7zF81JnT,62940,JACAREI,SP
BDzndD4z9i8L,57520,SAO JOSE DOS CAMPOS,SP
a6lBUx2AmE65,28911,MARINGA,PR
lqQQsrkprasJ,58195,FERNANDOPOLIS,SP
XTOCrs09YhZc,85825,SAO MIGUEL DO IGUACU,PR
it7WXIogmstw,59518,TERESOPOLIS,RJ
JOACXMuORdtc,11310,PALMEIRA DAS MISSOES,RS
yupMoEFfDnE6,93525,RIO DE JANEIRO,RJ
H0nuPXkLsYFV,30315,SERRA,ES
r9lY5RrZLPkE,45055,SAO GOTARDO,MG
dxaR7zuMZLgv,72329,ROSARIO DO SUL,RS
baOQZP8fmfKu,11664,RIO DE JANEIRO,RJ
q1JW0zZ8t77Z,48925,CURITIBA,PR
kgaRisbWkR8S,99350,CAMPOS DOS GOYTACAZES,RJ
AWTTxA4Co08L,57520,SAO JOSE DOS CAMPOS,SP
LJGTAEWNa0kn,7121,SAO SEBASTIAO DO ALTO,RJ
gHIMze7jfJUK,88374,SAO PAULO,SP
BUGMPRmV0G7u,9641,ITUETA,MG
qGZel9QhDI8k,3966,PITANGUEIRAS,SP
siCyyCHgC5RU,60160,BELO JARDIM,PE
AXZAKk41nNaN,52090,SAO PAULO,SP
OfMjFMFtGloy,57084,GURUPI,TO
m3LhGnVaiRSE,2978,SAO PAULO,SP
rmFc8ZT8QAFE,14801,RIO DE JANEIRO,RJ
FyFlugMB18oj,4567,ITANHAEM,SP
1HB2U2sb6O4I,23070,VITORIA,ES
77lm2vFcJFw7,6343,PIRACICABA,SP
LdivnAK1VWzF,65480,SAO PAULO,SP
OKSc9zMvBf3H,74954,SAO PAULO,SP
YpVY4KIM3kpF,58187,SAO JOAO DA BARRA,RJ
I4ORWasAtn2t,86990,MOGI DAS CRUZES,SP
sGbCOPBJBIGl,57036,NATAL,RN
jV8iADqbmykv,5018,TAUBATE,SP
EgtRXe3XSoXX,71905,SAO PAULO,SP
vIv7e64Weojr,5586,SAO BENTO DO SUL,SC
f0McnuJJg7y7,72506,GRANJA,CE
w4gVmc7ZPB7J,89888,JANDAIA DO SUL,PR
DxOIWqM5WfD9,81220,RIO DE JANEIRO,RJ
niuqvDhsbEh8,11010,PORTO ALEGRE,RS
wXlHYtczLH4a,60010,BELO HORIZONTE,MG
NDyqAszwpmxL,45065,SAO PAULO,SP
ix0IHcRs0FhV,12830,MANAUS,AM
KWvYwxFj89oa,59012,FRANCA,SP
vHB4wi1rw7yJ,5582,CONTAGEM,MG
SkyzvQhclOjl,7861,PORTO ALEGRE,RS
eGMfCgBLlg0f,94410,SAO PAULO,SP
7TsE2duwQ56v,65036,CORONEL FREITAS,SC
IcpG2VytJuOz,13171,OSASCO,SP
CMzWm8HwIEmO,99190,RIO DE JANEIRO,RJ
y3TdpB1uofUy,70238,CAMPINAS,SP
jR6aMohAuoS4,26535,RIO DE JANEIRO,RJ
fhyuZMq5ShwO,7854,SAO PAULO,SP
0t5EtElaEA8e,71909,SAO PAULO,SP
cf8KM8v09yFJ,86078,SAO PAULO,SP
RLR3Jci7EXFZ,72145,CURITIBA,PR
0ShwdFYw9sTD,5584,MARILIA,SP
lpnDqjklOzIA,71698,CURITIBA,PR
asSHqDT749oJ,9684,SAO CARLOS,SP
MhqK5dPuLYq2,87270,CURITIBA,PR
tvF46j0D02zc,65074,RIO DE JANEIRO,RJ
o2XHJSQDVUjH,54120,SAO PAULO,SP
A2TCBWxtXciV,89095,ARACAJU,SE
LxPsuAedB4QS,13610,SANTANA,AP
FIE7qnYGWctO,96075,SAO PAULO,SP
tZilI8V0g1e0,91150,SANTO ANDRE,SP
kSoHzbViRklm,48475,JEQUITINHONHA,MG
PqmwLFfBnOBx,4844,NOVO HAMBURGO,RS
5dXseDWEmiMC,46550,SAO PAULO,SP
KUQIrn86ttIe,15160,SAO PAULO,SP
KuWnR59U1FPy,68665,GARANHUNS,PE
k2pIrgPtCGma,2441,IVOTI,RS
yhYEYeGAUIUp,6630,TURVELANDIA,GO
Ct3CALEeBTfd,17600,SAO PAULO,SP
uYWZFxT8YNW8,76195,SAO PAULO,SP
uiQXR8amJUZ5,2126,SAO GONCALO,RJ
J2eUP3qQRX21,74932,CORNELIO PROCOPIO,PR
f5osd5e09qiH,89035,SAO PAULO,SP
Clcqfbd0dHQy,5858,IBAITI,PR
wogvLVoYwlWu,59380,ITAJUBA,MG
UJAKUaIGlRn3,24119,CONTAGEM,MG
JKRYqZKJtJZE,9691,SAO PAULO,SP
wlZXim18Y5wp,4015,RIO DE JANEIRO,RJ
V2yQapEqeiQ6,5707,CONSELHEIRO LAFAIETE,MG
XVlW6vVBrmk6,5521,CABO FRIO,RJ
fAmGDfYoJrNI,13973,CRUZ ALTA,RS
xCiOfWxQ7Btv,16025,ARACAJU,SE
0EzNwB0wYA0w,82300,ANDRADINA,SP
eQaIzzVXvSVe,85423,FORTALEZA,CE
Eyr64dIilcgM,4567,ITANHAEM,SP
Nsa1cccryn3Q,99450,LAGUNA,SC
GtjbUb6VvhUd,7221,BARRA VELHA,SC
RR1YZ96cZobY,30662,SANTOS,SP
c6jqSw2fKK1m,15042,CURITIBA,PR
fQp5U82OnxIM,15154,CAMACARI,BA
pV5CMhjRA4BD,1534,LAVRAS,MG
5rqBHhb2Lu0d,14990,DIADEMA,SP
Vbad86A2kO7h,70872,FORTALEZA,CE
sonYdrcofFIt,1138,SALVADOR,BA
YzjQ1d4ODDkP,4612,SAO PAULO,SP
MtMtwGLv0AAT,40070,GUARAPARI,ES
cZEYe5ZKG6Ze,4274,RIO DE JANEIRO,RJ
WZCFk7SWMFFm,6844,TAUBATE,SP
suzK9f0sEvIi,93214,SAO PAULO,SP
4Bv5yXlke7qp,17860,SANTO ANDRE,SP
cNow1DF5YxjX,41231,VOLTA REDONDA,RJ
3Ll46Tj9RN0q,16670,FORTALEZA,CE
CuXTYUcBde3A,88868,ILHABELA,SP
kpZeu9Hs5XXS,6810,SANTOS,SP
pJbXZRS0sqqS,11088,EMBU DAS ARTES,SP
M0P5DHWYoZPr,35740,ITAJUBA,MG
WJ0q80kQ7mZH,37278,CAMPANHA,MG
318n0db79d19,89253,UBA,MG
8xqmTu5tWixx,9160,SANTOS,SP
JRAkBW52ylzK,50100,SAO PAULO,SP
82FOTwe8xDKO,58069,SAPUCAIA DO SUL,RS
liwpNZL3DOZJ,3962,RIO DE JANEIRO,RJ
oyP6xO7xWbXU,2519,RIO DE JANEIRO,RJ
7mxhG9PYa0St,3942,SANTANA DE PARNAIBA,SP
7CbZKrOjHS4p,70253,RIO DE JANEIRO,RJ
PZ5SLcuCD4Yu,2213,NOVA LIMA,MG
xydnwS2B3vnq,6443,BELO HORIZONTE,MG
fSoEDQavGSYo,37036,SANGAO,SC
k4jj7bTV7KmF,77940,PERDIGAO,MG
QlaBWwflyrZE,71200,CARIACICA,ES
Jzld306kU0gs,38749,INDAIATUBA,SP
4A1nimyUtrUc,53350,DUQUE DE CAXIAS,RJ
XX2dJ9DXoJxM,31744,RIO DE JANEIRO,RJ
D4td8E6o42m6,59275,PORTO ALEGRE,RS
BRLLIQSyAdJL,71065,AMPARO,SP
foSnpCEnGhUf,2436,JUCURUTU,RN
P6cZmNiSsPET,99712,SAO PAULO,SP
ubqgVrx7Q6VP,3940,COTEGIPE,BA
0N5XKb26IvYY,83010,MARINGA,PR
zf5qacELJXoq,64003,JOAO PESSOA,PB
lYUoEtPmJ3Ec,29047,TERESOPOLIS,RJ
bsKMNBf3TtKo,65051,RIO DE JANEIRO,RJ
BQrXeVYPxqjC,75630,BOM JESUS,PI
Gv4L7KQQIHYo,4416,CACHOEIRO DE ITAPEMIRIM,ES
zCLkW72kCLsN,4689,SAO PAULO,SP
NPnOZtUOru3M,88430,RIO DE JANEIRO,RJ
u4hRRgVMxNTn,35230,PARNAIBA,PI
tkakHcVpbwX6,36606,SAO PAULO,SP
4KLZy11ffOBh,11679,SAO PAULO,SP
raO6T3ZRgYFO,2464,SAO PAULO,SP
WIP8NXN0UPhn,3678,GUARULHOS,SP
bjeelhNkZcyv,3710,BELO HORIZONTE,MG
ZVNvIsLUX7Ow,61658,FEIRA DE SANTANA,BA
WcVycaMeJ4gS,63125,SAO PAULO,SP
kzwYrZU61Z4q,79530,SANTA CRUZ DAS PALMEIRAS,SP
G6MX3ES0McR8,76386,PORTO ALEGRE,RS
mUpYzU9GRF4C,89113,PIEDADE DE CARATINGA,MG
cQuboCzfXNZr,4470,TRES CORACOES,MG
wzKCnrsGrhPT,11703,SERRA,ES
J12B3ZAghOYC,80520,NOVO ORIENTE,CE
iVkQDCNUtDjj,53610,SAO JOSE,SC
UE4JY3IxQWBi,48840,RIO DE JANEIRO,RJ
Ne3XkcBUVu8b,58540,RIO DE JANEIRO,RJ
4GshpMTgfphC,70331,JOAO PESSOA,PB
MCJjhEvGihoi,37940,BARRA DO PIRAI,RJ
Qq0Ot1OJIGWr,5712,MARIAPOLIS,SP
JOfDxyqX9fkr,4054,GOIANIA,GO
pl1k9l5U9S8e,9785,JUNDIAI,SP
PSsOpTjyt9Wi,13337,SAO PAULO,SP
RIwtPliUhQqd,21210,RIO DO ANTONIO,BA
krPjYIHB5zZO,2012,SAO PAULO,SP
jKjvNEBa2aca,93212,PIRACICABA,SP
92M1ZSNwBu4x,89259,SAO PAULO,SP
Sv2DgoaKSvpO,74660,RIO DE JANEIRO,RJ
w6vMShfahXuV,13349,JI-PARANA,RO
4dXpFDzeEjZN,11542,SAO PAULO,SP
8dkyClEJJOYa,65606,SAO LUIS,MA
DdZ29jlHHmyY,74840,JANAUBA,MG
YPU900q1t2YI,21020,CURITIBA,PR
pHOHna6m77aV,88570,CARAPICUIBA,SP
L02EQ9VH35mB,87860,LAJEADO,RS
sq0rbPHjliJf,7835,VALENCA,RJ
JQKGVe0QMCMH,2873,SOROCABA,SP
BtHimucWMyxR,69086,NITEROI,RJ
SGhJNvVg9Xi0,39645,SANTOS,SP
KYzOqTmXicFK,5547,DIAMANTINA,MG
v0LHJSIsjfmf,1127,AMERICANA,SP
ETxNSyUi9shg,80540,SAO PAULO,SP
pYxdTfdytZ2g,58675,LINHARES,ES
ynxUzbdIr3w3,3004,SAO PAULO,SP
lJEOyEyJeAQ3,32675,PORTO ALEGRE,RS
rxjKzexaNB9k,37245,FLORIANOPOLIS,SC
Hnvi7ZKd3ViY,19230,ITATIBA,SP
E5gUJ12UZIcN,1254,SAO PAULO,SP
Ms31JGlld0AB,12228,PEDRO LEOPOLDO,MG
qVQXahZZS0J5,29240,RIO DE JANEIRO,RJ
lT6im48NY8vz,3401,NITEROI,RJ
q2FJe6vCRDrC,48967,ITACARE,BA
XtOyBmJp0LUi,65470,COCAL DO SUL,SC
JpUSpyQNnUFU,9445,UBERLANDIA,MG
x4edkJFvuVsU,4144,FLORIANOPOLIS,SC
KWppLJ3KkTqt,74375,GUARULHOS,SP
hi55tQkf1YUb,60861,SALVADOR,BA
GyvnEFzj1eSn,36590,PIRACICABA,SP
8H9DOt7c6rdA,12305,JUIZ DE FORA,MG
gfqX2v3f4RPq,6130,SOROCABA,SP
BW8Lo9R5OCBF,55250,ITABIRA,MG
juTccWeP0t36,9750,CORIBE,BA
yZHCoK29gkLY,93218,SAO PAULO,SP
1ZcxU7AQGZ9F,45157,FEIRA DE SANTANA,BA
lhqcordf2lwr,49190,COSMOPOLIS,SP
yBkaZti5rtw3,58068,SAO PAULO,SP
uWLhlCUxUAvB,13060,MAUA,SP
HrmPH3YugHtK,22061,SAO PAULO,SP
mrR5h0AEdYi6,3433,PARA DE MINAS,MG
ngktKR1wEcBm,85860,PONTA GROSSA,PR
tiR8d0Kh5Jc6,65046,RECIFE,PE
fa3w4QbR495z,65335,FLORIANOPOLIS,SC
3p6GlBbXYyIE,12216,SUZANO,SP
g3Zqo0PFbDqc,4137,ARARAS,SP
BDA2JVxE7ftl,21760,BELO HORIZONTE,MG
ydAOeYfFxXaF,40280,JARDIM OLINDA,PR
T1Wpepr3o18t,3378,LIMEIRA,SP
WVv4miDDo0eX,4231,BRASILIA,DF
bNeRqMLIiSra,35064,BAURU,SP
4OtrRICCPJjt,44024,CONSELHEIRO LAFAIETE,MG
3V9lD01x1gJn,2861,LIMA DUARTE,MG
ra74PYXYSXiJ,25680,SAO PAULO,SP
lFYmOcPHaoiu,6845,PETROPOLIS,RJ
v1l7AIjVmt79,5367,SAO BERNARDO DO CAMPO,SP
9sOKJY1Egnyx,75144,BIRIGUI,SP
iFx9nhKebrl7,64002,SANTANA DO PARAISO,MG
KRONM1dA2lfQ,1551,SAO PAULO,SP
tiLtxv9qmhyC,91540,BRASILIA,DF
8pUqAdsQsQDb,45078,NOVA IGUACU,RJ
CeEUh3SwQawM,89234,SAO PAULO,SP
jqeaDO2nRwyL,70422,ARCOS,MG
DpynHQ1oNPfb,13841,MANAUS,AM
5vFPmIruPRJV,23897,SAO PAULO,SP
fGsOxoES4mx7,28905,CURITIBA,PR
sS1MpZqBZKal,29212,SAO PAULO,SP
v0XDhQrmh7fF,17057,CANDIDO MOTA,SP
bh2cF3JmJ2t9,78400,ANDRADAS,MG
pxR8dmNDPHII,1122,MOGI-GUACU,SP
0dwG62wm5EXo,7064,DIADEMA,SP
1CTHWhRh08q8,66914,OEIRAS DO PARA,PA
kg6PjPxXjsla,23525,RIO DE JANEIRO,RJ
fHVbWHVvFvAg,24411,ARARIPINA,PE
OQzGE68TCNmT,89245,SILVIANOPOLIS,MG
1oRENXkJlZ0G,70324,NANUQUE,MG
8X4EckRWNgrC,13320,RESENDE,RJ
DWCmlJ4EG7eX,7042,SOROCABA,SP
